Scheme_name,Category,Category_Equity,Category_Debt,Category_Hybrid,Expense_ratio,Risk_factor,age_in_months,Rating,Net_assets,Return_1wk,Return_1m,Return_3m,Return_6m,Return_1yr,Return_3yr,Return_5yr,Return_10yr,Equity_fund_style_Growth,Equity_fund_style_Value,Equity_fund_style_Blend,Standard Deviation,Sharpe Ratio,Sortino Ratio,NAV_latest,NAV_previous,NAV_52wk_high,NAV_52wk_low,Minimum_Investment,Fund_Manager_Tenure,#_Funds_managed,dbsc_1,agglomerative_1,hierarchy_1,kmeans_1,kmeans_2
Nippon India ETF Nifty 50 Shariah BeES,EQ-LC,1,0,0,0.96,5,168,2,15,-0.3,-4.22,-7.25,-2.06,-11.99,22.4,10.17,11.89,1,0,0,19.23,0.71,1.46,387.98,387.23,448.71,368.12,10000,4.4,17,0,2,1,1,0
Nippon India ETF Nifty 50 Value 20,EQ-VAL,1,0,0,0.34,5,93,2,73,-0.71,-3.89,-0.5,4.59,1.23,30.08,16.63,0.0,1,0,0,17.49,1.1,1.6,101.6,101.47,107.72,86.28,5000,4.4,17,0,4,1,1,8
Nippon India ETF Nifty Bank BeES,EQ-BANK,1,0,0,0.19,5,226,2,6189,2.42,0.0,-5.72,-1.65,10.68,25.51,10.56,13.88,1,0,0,33.58,0.38,0.47,404.74,403.69,445.9,329.64,10000,1.5,17,0,2,1,1,0
Nippon India ETF Nifty Dividend Opportunities 50,EQ-THEMATIC,1,0,0,0.37,5,107,2,19,-0.18,-1.99,1.27,6.21,6.65,28.82,11.56,0.0,1,0,0,17.36,1.0,1.37,48.23,48.2,49.98,39.94,5000,4.4,17,0,4,1,0,8
Nippon India ETF Nifty India Consumption,EQ-Consumption,1,0,0,0.31,5,107,2,41,1.24,-1.59,-6.12,-11.87,5.99,20.98,9.66,0.0,1,0,0,17.69,0.64,0.92,78.0,77.78,88.5,69.46,5000,4.4,17,0,2,1,0,8
Nippon India ETF Nifty Infrastructure BeES,EQ-INFRA,1,0,0,1.03,5,150,2,35,0.98,0.67,-3.89,-0.8,4.09,28.9,9.29,9.18,1,0,0,21.67,0.74,0.92,530.09,529.69,569.96,461.66,10000,4.4,17,0,2,1,1,0
Nippon India ETF Nifty Midcap 150,EQ-MC,1,0,0,0.21,5,50,2,665,0.28,-1.04,-3.77,-5.91,4.84,33.98,0.0,0.0,0,0,1,25.75,0.79,0.9,115.75,115.43,125.9,97.31,5000,4.2,17,0,6,1,0,6
Nippon India ETF Nifty Next 50 Junior BeES,EQ-LC,1,0,0,0.17,5,241,2,2727,1.67,0.77,-10.18,-14.02,-5.87,22.52,6.78,13.76,0,0,1,22.12,0.48,0.61,401.78,399.2,479.94,373.29,10000,1.5,17,-1,6,1,1,6
Nippon India ETF Nifty PSU Bank BeES,EQ-BANK,1,0,0,0.49,5,185,2,1501,2.12,2.11,-10.52,16.37,38.83,36.57,5.66,2.5,0,1,0,45.17,0.61,1.02,41.05,40.71,50.43,25.57,10000,4.4,17,-1,1,1,0,5
Nippon India ETF S&P BSE Sensex,EQ-LC,1,0,0,0.07,5,102,2,178,1.14,-2.56,-4.14,-1.21,1.63,26.06,13.21,0.0,1,0,0,22.26,0.64,0.81,641.6,640.06,696.38,562.79,5000,4.4,17,0,2,1,0,8
Nippon India ETF S&P BSE Sensex Next 50,EQ-LC,1,0,0,0.23,5,44,2,20,1.34,-0.33,-5.92,-9.91,-0.12,27.11,0.0,0.0,0,0,1,23.78,0.61,0.72,47.37,47.13,53.76,42.32,5000,3.7,17,0,6,1,0,6
Nippon India Focused Equity Fund - Direct Plan,EQ-FLX,1,0,0,1.21,5,122,3,5930,1.42,-0.59,-5.07,-5.63,2.34,32.92,12.0,19.04,1,0,0,26.99,0.7,0.83,83.63,83.62,92.02,73.85,5000,4.9,1,0,2,1,1,0
Nippon India Growth Fund - Direct Plan,EQ-MC,1,0,0,1.14,5,122,4,13410,0.0,-1.89,-4.03,-6.06,5.56,32.48,14.71,17.67,0,0,1,24.77,0.8,0.85,2228.093,2221.939,2423.96,1905.44,100,0.2,2,0,2,1,1,6
Nippon India Index Fund - Nifty 50 Plan - Direct Plan,EQ-LC,1,0,0,0.2,5,122,3,639,1.05,-2.31,-5.35,-2.6,0.01,26.05,12.07,12.56,1,0,0,22.07,0.64,0.79,30.56,30.48,33.51,27.13,100,4.4,17,0,2,1,1,0
Nippon India Index Fund - S&P BSE Sensex Plan - Direct Plan,EQ-LC,1,0,0,0.15,5,122,4,375,1.14,-2.57,-4.17,-1.28,1.49,25.56,12.97,12.74,1,0,0,22.04,0.64,0.81,30.56,30.49,33.18,26.84,5000,4.4,17,0,2,1,1,0
Nippon India Japan Equity Fund - Direct Plan,EQ-INTL,1,0,0,0.94,5,103,2,276,2.85,1.32,3.87,14.65,-2.81,13.52,5.41,0.0,0,1,0,17.35,0.21,0.33,16.51,16.2,17.25,13.91,5000,4.8,2,-1,1,1,0,5
Nippon India Large Cap Fund - Direct Plan,EQ-LC,1,0,0,1.01,5,122,3,12525,1.08,-1.24,-2.36,-0.94,8.43,29.43,12.6,15.83,1,0,0,24.29,0.69,0.78,58.53,58.4,62.21,48.83,100,10.2,3,0,2,1,1,0
Nippon India Multi Cap Fund - Direct Plan,EQ-MLC,1,0,0,1.12,5,122,2,14092,0.87,-0.84,-1.76,-2.77,10.56,33.85,13.46,15.63,1,0,0,27.01,0.73,0.82,174.03,173.19,184.69,140.81,100,10.2,3,0,2,1,1,0
Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan,EQ-LC,1,0,0,0.09,5,48,2,149,1.6,0.76,-10.08,-13.94,-5.79,21.78,0.0,0.0,0,0,1,22.7,0.46,0.57,14.14,14.02,16.85,13.14,100,4.1,17,0,6,1,0,6
Nippon India Pharma Fund - Direct Plan,EQ-Pharma,1,0,0,1.26,5,122,2,4268,0.48,-0.99,-7.03,-2.51,-5.96,24.88,15.9,16.25,0,0,1,21.38,0.81,1.66,291.8,289.94,321.63,274.97,5000,10.2,3,0,6,1,1,6
Nippon India Power & Infra Fund - Direct Plan,EQ-INFRA,1,0,0,1.59,5,122,3,1871,0.68,1.73,1.3,4.26,20.06,37.11,10.32,14.54,1,0,0,25.7,0.86,1.01,186.32,186.35,193.83,141.3,5000,6.2,1,0,2,1,1,0
Nippon India Quant Fund - Direct Plan,EQ-THEMATIC,1,0,0,0.7,5,122,2,35,0.37,-2.06,-3.16,-0.96,4.09,26.86,12.03,12.57,1,0,0,19.32,0.81,0.96,44.04,43.98,47.02,37.07,5000,5.5,2,0,2,1,1,0
Nippon India Retirement Fund - Wealth Creation Scheme - Direct Plan,EQ-FLX,1,0,0,1.03,5,97,1,2233,0.77,-1.48,-4.72,-3.96,1.32,25.2,6.65,0.0,1,0,0,24.64,0.48,0.49,18.9,18.87,20.71,16.59,500,2.7,4,0,4,1,0,8
Nippon India Small Cap Fund - Direct Plan,EQ-SC,1,0,0,0.86,5,122,4,23910,0.3,0.01,-0.78,-1.5,8.94,47.89,17.14,26.88,1,0,0,27.39,1.08,1.14,100.01,99.25,105.52,80.36,5000,6.2,1,0,2,1,1,0
Nippon India Tax Saver (ELSS) Fund - Direct Plan,EQ-ELSS,1,0,0,1.18,5,122,1,11211,0.56,-1.44,-5.3,-3.9,1.8,27.28,6.53,14.52,1,0,0,23.81,0.63,0.68,82.9,82.67,90.58,71.95,500,2.7,2,0,2,1,1,0
Nippon India US Equity Opportunities Fund - Direct Plan,EQ-INTL,1,0,0,1.3,5,92,2,534,2.18,-1.64,4.99,5.42,-9.16,20.01,13.27,0.0,1,0,0,20.5,0.44,0.89,23.74,24.13,26.79,21.44,100,4.8,2,0,8,1,0,8
Nippon India Value Fund - Direct Plan,EQ-VAL,1,0,0,1.23,5,122,3,4642,0.68,-1.91,-5.23,-4.8,-0.36,30.38,12.31,15.95,1,0,0,23.63,0.74,0.81,129.6,129.24,142.45,113.58,500,4.9,2,0,2,1,1,0
Nippon India Vision Fund - Direct Plan,EQ-L&MC,1,0,0,1.56,5,122,1,3024,0.93,-1.35,-3.24,-3.86,1.48,27.39,9.53,13.84,1,0,0,22.74,0.65,0.7,865.44,864.24,925.47,752.63,5000,1.8,2,0,2,1,1,0
Parag Parikh Flexi Cap Fund - Direct Plan,EQ-FLX,1,0,0,0.75,5,118,5,29953,1.44,1.64,2.94,2.55,2.48,33.72,17.8,0.0,1,0,0,19.38,1.03,1.11,52.92,52.68,54.79,45.43,1000,9.9,2,0,2,1,1,0
Parag Parikh Tax Saver Fund - Direct Plan,EQ-ELSS,1,0,0,0.8,5,44,5,1147,-0.04,-1.16,-1.04,0.09,8.05,32.93,0.0,0.0,1,0,0,18.36,1.13,1.18,20.56,20.55,21.44,17.62,500,3.7,2,0,4,1,0,8
PGIM India ELSS Tax Saver Fund - Direct Plan,EQ-ELSS,1,0,0,1.0,5,87,4,451,0.96,-1.09,-3.3,0.04,2.49,31.88,13.8,0.0,1,0,0,21.56,0.87,0.98,26.35,26.25,28.11,22.68,500,3.5,14,0,4,1,0,8
PGIM India Emerging Markets Equity Fund - Direct Plan,EQ-INTL,1,0,0,1.25,5,122,2,130,0.74,-2.91,-1.83,-4.12,-21.51,2.79,-3.03,1.85,0,0,0,22.72,-0.31,-0.56,12.33,12.38,16.09,11.86,5000,0.9,2,0,2,1,0,8
PGIM India Flexi Cap Fund - Direct Plan,EQ-FLX,1,0,0,0.43,5,96,5,5199,0.77,-1.33,-3.94,-4.17,-2.75,33.97,15.88,0.0,1,0,0,23.02,0.9,1.07,27.55,27.52,29.73,24.31,5000,5.0,1,0,4,1,1,0
PGIM India Global Equity Opportunities Fund - Direct Plan,EQ-INTL,1,0,0,1.44,5,122,2,1336,4.58,2.93,12.73,14.63,-10.07,18.92,14.34,7.91,0,0,0,25.92,0.38,0.73,31.26,31.25,36.12,25.51,5000,0.9,2,-1,8,1,0,8
PGIM India Large Cap Fund - Direct Plan,EQ-LC,1,0,0,0.98,5,122,2,427,1.05,-1.17,-3.55,-0.22,4.69,24.09,10.87,13.91,1,0,0,20.52,0.58,0.68,274.37,273.51,294.15,236.35,5000,0.9,14,0,2,1,1,0
PGIM India Midcap Opportunities Fund - Direct Plan,EQ-MC,1,0,0,0.46,5,111,5,7708,0.71,-1.49,-4.56,-8.27,1.95,42.81,19.02,0.0,1,0,0,24.66,1.12,1.31,47.04,46.83,52.07,41.03,5000,5.0,14,0,4,1,1,0
Quant Active Fund - Direct Plan,EQ-MLC,1,0,0,0.58,5,122,2,3532,-0.03,-2.75,-9.61,-9.92,0.78,45.56,20.04,21.22,1,0,0,24.22,1.22,1.51,433.47,432.04,507.35,372.96,5000,3.5,9,0,2,1,1,0
Quant Flexi Cap Fund - Direct Plan,EQ-FLX,1,0,0,0.58,5,122,2,1045,-0.15,-1.29,-7.33,-7.22,5.93,47.54,18.22,20.58,1,0,0,22.8,1.35,1.84,63.11,63.15,71.85,53.2,5000,3.5,9,0,2,1,1,0
Quant Focused Fund - Direct Plan,EQ-LC,1,0,0,0.57,5,122,5,220,0.44,-1.8,-6.81,-8.0,4.35,33.6,13.19,18.38,1,0,0,21.39,0.98,1.28,57.61,57.59,64.21,50.21,5000,3.5,9,0,2,1,1,0
Quant Infrastructure Fund - Direct Plan,EQ-INFRA,1,0,0,0.64,5,122,5,822,0.88,-1.27,-8.31,-8.22,7.84,55.23,21.13,18.75,0,0,1,26.61,1.3,1.31,23.12,23.09,26.77,19.14,5000,2.9,2,0,6,1,1,6
Quant Large and Mid Cap Fund - Direct Plan,EQ-L&MC,1,0,0,0.56,5,122,5,653,0.15,-2.59,-7.51,-5.99,6.41,33.02,14.27,19.43,1,0,0,20.74,1.04,1.49,72.46,72.34,82.58,62.43,5000,3.5,9,0,2,1,1,0
Quant Mid Cap Fund - Direct Plan,EQ-MC,1,0,0,0.63,5,122,5,1551,-0.04,-2.39,-6.15,-6.27,9.05,45.11,19.94,16.09,1,0,0,23.16,1.29,1.57,137.8,137.42,155.62,115.46,5000,3.5,9,0,2,1,1,0
Quant Small Cap Fund - Direct Plan,EQ-SC,1,0,0,0.62,5,122,5,3302,-0.58,-1.92,-1.28,0.75,7.47,66.4,23.51,15.46,1,0,0,30.58,1.42,1.72,146.43,145.84,157.78,112.35,5000,3.5,9,0,2,1,1,0
Quant Tax Plan - Direct Plan,EQ-ELSS,1,0,0,0.57,5,122,5,2779,0.03,-0.84,-8.69,-10.74,4.11,50.54,22.34,22.44,1,0,0,24.63,1.31,1.6,243.81,243.71,282.48,209.71,500,2.9,2,0,2,1,1,0
Quantum Equity FoF Fund - Direct Plan,EQ-FLX,1,0,0,0.51,5,164,2,88,0.75,-2.17,-4.46,-4.57,-0.82,22.95,9.28,14.1,1,0,0,20.87,0.56,0.6,52.05,51.9,56.38,46.35,500,9.4,3,0,2,1,1,0
Quantum India ESG Equity Fund - Direct Plan,EQ-T-ESG,1,0,0,0.98,5,44,2,61,0.8,-2.56,-3.36,-4.38,-0.67,25.96,0.0,0.0,1,0,0,19.59,0.76,0.84,16.37,16.33,17.63,14.63,500,3.8,3,0,4,1,0,8
Quantum Long Term Equity Value Fund - Direct Plan,EQ-VAL,1,0,0,1.29,5,204,2,837,-0.01,-3.16,-4.85,-2.61,2.41,26.45,8.76,12.39,0,0,1,21.81,0.68,0.74,77.49,77.45,83.89,68.45,500,1.0,2,0,6,1,1,6
Quantum Nifty 50 ETF,EQ-LC,1,0,0,0.09,5,176,2,39,1.06,-2.3,-5.31,-2.51,0.19,26.41,12.28,12.89,1,0,0,22.28,0.64,0.79,1816.974,1812.284,1991.409,1610.671,500,14.8,1,0,2,1,1,0
Quantum Tax Saving Fund - Direct Plan,EQ-ELSS,1,0,0,1.29,5,171,3,115,-0.04,-3.16,-4.75,-2.47,2.87,26.52,8.93,12.49,0,0,1,21.43,0.7,0.76,77.32,77.28,83.59,68.28,500,1.0,2,0,6,1,1,6
SBI Banking & Financial Services Fund - Direct Plan,EQ-BANK,1,0,0,0.78,5,97,5,3748,2.59,-0.3,-6.88,-5.59,5.53,22.37,12.53,0.0,1,0,0,30.27,0.34,0.38,26.75,26.58,29.73,22.98,5000,3.6,1,0,4,1,0,8
SBI Bluechip Fund - Direct Plan,EQ-LC,1,0,0,0.9,5,122,3,33987,1.05,-2.39,-3.53,-1.61,3.79,27.09,11.61,15.3,1,0,0,21.97,0.69,0.83,66.84,66.62,71.54,58.22,5000,10.2,2,0,2,1,1,0
SBI Consumption Opportunities Fund - Direct Plan,EQ-Consumption,1,0,0,1.18,5,122,4,1186,0.54,-0.93,-1.55,-3.95,10.74,31.09,12.77,16.22,1,0,0,23.14,0.8,0.81,222.52,221.69,235.35,188.42,5000,10.2,4,0,2,1,1,0
SBI Contra Fund - Direct Plan,EQ-VAL,1,0,0,0.91,5,122,5,8341,0.45,0.03,-0.89,1.54,14.85,43.51,15.87,15.61,0,0,1,22.68,1.2,1.37,240.74,239.89,251.63,197.95,5000,4.9,3,0,6,1,1,6
SBI Equity Minimum Variance Fund - Direct Plan,EQ-THEMATIC,1,0,0,0.42,5,48,2,134,0.73,-2.12,-5.5,-2.34,5.14,27.07,0.0,0.0,1,0,0,18.51,0.85,1.08,16.22,16.17,17.59,14.29,5000,4.1,9,0,4,1,0,8
SBI Flexicap Fund - Direct Plan,EQ-FLX,1,0,0,0.85,5,122,3,15603,1.01,-0.92,-3.06,-3.73,-1.17,25.29,11.12,16.5,1,0,0,21.76,0.6,0.65,80.5,80.18,86.19,72.04,1000,1.2,9,0,2,1,1,0
SBI Focused Equity Fund - Direct Plan,EQ-FLX,1,0,0,0.69,5,122,3,26561,2.23,0.7,-4.13,-6.8,-4.51,22.09,12.35,16.2,1,0,0,21.24,0.51,0.59,241.4,240.4,261.35,220.04,5000,10.2,9,0,2,1,1,0
SBI Healthcare Opportunities Fund - Direct Plan,EQ-Pharma,1,0,0,1.09,5,122,2,1575,0.77,0.16,-4.34,-0.55,-0.65,25.76,13.91,15.19,1,0,0,20.17,0.84,1.52,240.12,239.22,256.14,215.24,5000,10.2,1,0,2,1,1,0
SBI Infrastructure Fund - Direct Plan,EQ-INFRA,1,0,0,1.88,5,122,4,928,0.22,-0.07,-0.03,1.85,12.01,33.51,13.22,15.07,1,0,0,23.16,0.84,0.91,29.11,29.05,30.24,23.78,5000,1.2,1,0,2,1,1,0
SBI Large & Midcap Fund - Direct Plan,EQ-L&MC,1,0,0,0.99,5,122,5,9441,0.39,-0.9,-3.15,-2.98,6.51,30.38,13.78,17.36,1,0,0,23.86,0.73,0.74,404.67,402.65,435.99,341.3,5000,6.5,4,0,2,1,1,0
SBI Long Term Advantage Fund Series I - Direct Plan,EQ-ELSS,1,0,0,1.04,5,97,2,36,0.17,-2.0,-3.75,-5.74,0.79,36.4,14.25,0.0,1,0,0,23.81,0.9,0.88,26.48,26.43,29.01,23.06,500,4.4,5,0,4,1,1,8
SBI Long Term Advantage Fund Series II - Direct Plan,EQ-ELSS,1,0,0,1.04,5,96,2,30,0.18,-1.99,-3.78,-5.94,0.31,35.48,14.83,0.0,1,0,0,22.8,0.92,0.91,27.69,27.64,30.37,24.33,500,4.4,5,0,4,1,1,8
SBI Long Term Advantage Fund Series III - Direct Plan,EQ-ELSS,1,0,0,0.93,5,84,2,57,0.14,-2.01,-3.87,-5.85,0.89,36.24,15.61,0.0,1,0,0,23.05,0.93,0.93,27.91,27.86,30.62,24.27,500,4.4,5,0,4,1,1,8
SBI Long Term Advantage Fund Series IV - Direct Plan,EQ-ELSS,1,0,0,0.93,5,72,2,164,0.87,-1.1,-5.35,-7.76,0.3,38.22,19.24,0.0,1,0,0,25.34,0.93,1.05,30.86,30.81,33.84,27.75,500,6.2,9,0,4,1,0,8
SBI Long Term Advantage Fund Series V - Direct Plan,EQ-ELSS,1,0,0,0.99,5,60,2,278,0.93,-1.64,-5.69,-5.88,-3.14,25.17,0.0,0.0,1,0,0,21.72,0.6,0.66,16.44,16.38,17.99,15.06,500,5.3,9,0,4,1,0,8
SBI Long Term Advantage Fund Series VI - Direct Plan,EQ-ELSS,1,0,0,0.99,5,56,2,222,-0.13,-1.9,-1.63,-4.13,4.71,28.34,0.0,0.0,1,0,0,22.38,0.7,0.72,18.39,18.31,19.3,15.75,500,5.0,1,0,4,1,0,8
SBI Long Term Equity Fund - Direct Plan,EQ-ELSS,1,0,0,1.07,5,122,3,12158,0.69,-0.76,-2.26,0.53,8.17,30.16,11.85,14.76,0,0,1,21.52,0.79,0.87,246.92,246.28,262.6,206.82,500,6.5,3,0,6,1,1,6
SBI Magnum COMMA Fund - Direct Plan,EQ-THEMATIC,1,0,0,2.03,5,122,2,417,-0.48,-1.54,-4.86,-8.75,-12.07,31.0,11.42,14.12,0,0,1,25.28,0.76,1.02,67.54,67.26,80.05,60.86,5000,8.6,5,0,6,1,1,6
SBI Magnum Equity ESG Fund - Direct Plan,EQ-T-ESG,1,0,0,1.35,5,122,2,4456,0.84,-2.89,-4.48,-4.26,-2.65,24.13,12.19,13.88,1,0,0,21.82,0.59,0.66,169.4,169.29,184.32,150.83,1000,1.2,1,0,2,1,1,0
SBI Magnum Global Fund - Direct Plan,EQ-MNC,1,0,0,1.25,5,122,2,5257,1.62,0.13,-0.96,-3.57,2.55,24.31,11.76,16.86,1,0,0,16.22,0.85,1.06,303.76,301.91,318.02,260.98,5000,1.2,9,0,2,1,1,0
SBI Magnum Midcap Fund - Direct Plan,EQ-MC,1,0,0,0.97,5,122,4,8733,-0.63,-1.72,-1.36,-7.39,6.64,37.07,13.58,20.35,1,0,0,24.89,0.95,0.97,155.88,155.53,170.45,134.51,5000,10.2,2,0,2,1,1,0
SBI Nifty 200 Quality 30 ETF,EQ-THEMATIC,1,0,0,0.5,5,51,2,30,0.71,-1.5,-3.02,-3.45,-1.11,21.8,0.0,0.0,1,0,0,17.48,0.72,1.07,146.87,146.62,157.49,131.99,5000,4.3,9,0,4,1,0,8
SBI Nifty 50 ETF,EQ-LC,1,0,0,0.07,5,92,2,143708,1.06,-2.29,-5.3,-2.51,0.17,26.45,12.33,0.0,1,0,0,22.29,0.65,0.79,177.45,176.99,194.47,157.33,5000,7.7,9,-1,2,1,1,0
SBI Nifty Bank ETF,EQ-BANK,1,0,0,0.2,5,96,2,4045,2.42,0.0,-5.72,-1.64,10.69,25.52,10.58,0.0,1,0,0,33.58,0.38,0.47,401.4,400.35,442.23,326.88,5000,8.1,9,0,4,1,0,8
SBI Nifty Index Fund - Direct Plan,EQ-LC,1,0,0,0.18,5,122,3,3325,1.05,-2.31,-5.35,-2.59,-0.01,26.01,11.95,12.37,1,0,0,22.38,0.63,0.77,155.1,154.7,170.07,137.66,5000,10.2,9,0,2,1,1,0
SBI Nifty Next 50 ETF,EQ-LC,1,0,0,0.15,5,96,2,1139,1.68,0.78,-10.15,-13.97,-5.82,22.52,6.77,0.0,0,0,1,22.14,0.48,0.61,397.68,395.12,474.79,369.21,5000,8.1,9,0,6,1,0,6
SBI PSU Fund - Direct Plan,EQ-PSU,1,0,0,1.42,5,122,2,505,0.42,2.38,-3.54,3.34,16.0,26.27,7.35,7.91,0,1,0,23.82,0.61,0.86,16.13,16.14,17.87,12.54,5000,8.6,5,-1,1,1,1,5
SBI Small Cap Fund - Direct Plan,EQ-SC,1,0,0,0.7,5,122,4,15395,-0.37,-1.6,-3.61,-5.59,8.59,38.37,15.76,26.13,1,0,0,23.43,1.0,1.1,121.42,121.0,132.0,103.21,5000,9.4,9,0,2,1,1,0
SBI S&P BSE 100 ETF,EQ-LC,1,0,0,0.14,5,96,2,6,1.13,-2.01,-5.35,-3.65,0.61,26.79,11.88,0.0,1,0,0,22.17,0.66,0.8,186.0,185.47,203.96,164.98,5000,8.1,9,0,4,1,0,8
SBI S&P BSE Sensex ETF,EQ-LC,1,0,0,0.07,5,120,2,83893,1.14,-2.57,-4.14,-1.21,1.62,26.13,13.23,13.41,1,0,0,22.31,0.64,0.81,622.69,621.2,675.9,546.15,5000,10.1,9,-1,2,1,1,0
SBI S&P BSE Sensex Next 50 ETF,EQ-LC,1,0,0,0.12,5,54,2,8,1.35,-0.33,-5.92,-9.77,0.1,27.47,0.0,0.0,0,0,1,23.85,0.62,0.73,482.9,480.51,547.36,430.42,5000,4.5,9,0,6,1,0,6
SBI Tax Advantage Fund - Series III - Direct Plan,EQ-ELSS,1,0,0,0.99,5,108,2,29,0.95,-2.13,-5.03,-7.23,2.56,36.78,21.77,0.0,1,0,0,21.53,1.06,1.22,61.41,61.28,67.21,54.54,500,6.5,9,0,4,1,1,0
SBI Technology Opportunities Fund - Direct Plan,EQ-IT,1,0,0,0.87,5,122,2,2862,-0.72,-5.69,-1.66,8.52,-9.75,37.11,21.19,19.16,1,0,0,22.01,1.16,1.54,152.89,152.73,171.44,135.12,5000,1.2,4,0,2,1,1,0
Shriram Flexi Cap Fund - Direct Plan,EQ-FLX,1,0,0,0.65,5,54,2,60,0.67,-2.43,-4.95,-5.57,1.39,21.49,0.0,0.0,1,0,0,19.44,0.56,0.65,15.41,15.37,16.82,13.46,5000,3.3,3,0,4,1,0,8
Shriram Long Term Equity Fund - Direct Plan,EQ-ELSS,1,0,0,0.6,5,50,3,37,0.72,-2.59,-5.82,-6.01,0.48,20.17,0.0,0.0,1,0,0,18.39,0.57,0.7,15.91,15.87,17.56,14.34,500,3.3,3,0,4,1,0,8
Sundaram Consumption Fund - Direct Plan,EQ-Consumption,1,0,0,1.47,5,122,2,1107,1.22,-1.73,-5.5,-9.33,7.33,22.42,8.75,15.49,1,0,0,21.56,0.49,0.54,63.72,63.6,70.27,55.19,100,1.2,4,0,2,1,1,0
Sundaram Diversified Equity Fund - Direct Plan,EQ-ELSS,1,0,0,1.66,5,122,2,1623,0.93,-2.46,-4.72,-5.28,2.17,26.02,8.86,13.16,1,0,0,23.09,0.58,0.61,153.55,153.0,167.22,135.2,500,2.1,2,0,2,1,1,0
Sundaram Dividend Yield Fund - Direct Plan,EQ-DIV Y,1,0,0,1.02,5,122,2,383,0.2,-1.69,-2.17,-0.4,2.68,26.5,11.87,14.51,1,0,0,18.44,0.82,0.98,90.33,90.16,95.69,79.89,5000,1.2,4,0,2,1,1,0
Sundaram Emerging Small Cap Series II - Direct Plan,EQ-SC,1,0,0,0.54,0,59,2,335,0.12,0.45,1.11,-1.48,9.97,42.59,0.0,0.0,0,0,1,28.14,0.89,0.92,17.97,17.97,18.51,14.44,5000,5.0,27,0,6,1,0,6
Sundaram Emerging Small Cap Series III - Direct Plan,EQ-SC,1,0,0,0.75,1,58,2,298,0.22,0.53,0.78,-2.43,8.88,43.61,0.0,0.0,0,0,1,29.41,0.88,0.94,19.76,19.76,20.54,16.01,5000,4.9,27,0,6,1,0,6
Sundaram Emerging Small Cap Series IV - Direct Plan,EQ-SC,1,0,0,0.75,3,57,2,208,0.68,-0.2,-0.32,-4.5,6.4,41.39,0.0,0.0,1,0,0,28.94,0.85,0.91,19.81,19.76,21.02,16.4,5000,4.8,27,0,4,1,0,8
Sundaram Emerging Small Cap Series V - Direct Plan,EQ-SC,1,0,0,0.79,5,55,2,80,1.04,-0.52,0.61,-3.79,7.5,42.43,0.0,0.0,1,0,0,29.33,0.86,0.93,20.16,20.08,21.23,16.53,5000,4.7,27,0,4,1,0,8
Sundaram Emerging Small Cap Series VI - Direct Plan,EQ-SC,1,0,0,0.77,5,54,2,41,1.18,-0.22,1.06,-3.3,7.79,42.0,0.0,0.0,1,0,0,28.58,0.87,0.93,22.75,22.65,23.85,18.6,5000,4.6,27,0,4,1,0,8
Sundaram Emerging Small Cap Series VII - Direct Plan,EQ-SC,1,0,0,0.97,5,54,2,141,1.21,0.11,0.5,-5.39,8.0,37.02,0.0,0.0,1,0,0,24.75,0.9,1.0,22.36,22.25,23.95,18.64,5000,4.5,27,0,4,1,0,8
Sundaram Financial Services Opportunities Fund - Direct Plan,EQ-BANK,1,0,0,0.51,5,122,4,602,2.33,0.32,-4.44,0.24,11.35,25.84,12.6,14.08,1,0,0,30.17,0.45,0.56,68.92,68.71,74.69,55.33,100,1.2,3,0,4,1,1,0
Sundaram Focused Fund - Direct Plan,EQ-FLX,1,0,0,1.21,5,122,4,771,0.63,-1.93,-4.89,-5.32,-2.35,24.54,13.3,14.83,1,0,0,20.8,0.66,0.83,112.24,112.06,123.52,98.94,300,3.4,7,0,2,1,1,0
Sundaram Global Brand Fund - Direct Plan,EQ-INTL,1,0,0,1.42,5,122,2,117,2.69,1.77,10.15,18.18,2.41,23.14,7.79,7.29,0,0,0,18.19,0.58,0.98,26.03,25.56,26.5,21.14,100,5.2,3,-1,8,1,0,7
Sundaram Infrastructure Advantage Fund - Direct Plan,EQ-INFRA,1,0,0,1.85,5,122,2,595,0.53,-0.69,-1.84,-2.45,6.7,32.51,9.16,13.93,1,0,0,26.41,0.67,0.69,54.8,54.76,58.44,46.12,100,2.7,4,0,2,1,1,0
Sundaram Large and Mid Cap Fund - Direct Plan,EQ-L&MC,1,0,0,0.72,5,122,3,4885,0.29,-2.57,-5.76,-6.94,-1.69,26.67,11.38,18.52,1,0,0,23.05,0.65,0.7,57.19,57.04,62.91,50.69,100,1.2,7,0,2,1,1,0
Sundaram Large Cap Fund - Direct Plan,EQ-LC,1,0,0,0.58,5,122,5,2855,1.13,-1.98,-5.75,-2.97,0.91,24.29,12.01,13.29,1,0,0,21.46,0.57,0.64,15.09,15.04,16.58,13.33,100,0.9,7,0,2,1,1,0
Sundaram Long Term Micro Cap Tax Advantage Fund Series III - Direct Plan,EQ-ELSS,1,0,0,1.26,5,76,2,63,1.07,-0.08,-0.14,-5.28,3.94,42.53,8.95,0.0,1,0,0,28.55,0.89,1.0,19.74,19.6,21.21,16.38,500,6.6,27,0,4,1,0,8
