Scheme_name,Category,Category_Equity,Category_Debt,Category_Hybrid,Expense_ratio,Risk_factor,age_in_months,Rating,Net_assets,Return_1wk,Return_1m,Return_3m,Return_6m,Return_1yr,Return_3yr,Return_5yr,Return_10yr,Equity_fund_style_Growth,Equity_fund_style_Value,Equity_fund_style_Blend,Standard Deviation,Sharpe Ratio,Sortino Ratio,NAV_latest,NAV_previous,NAV_52wk_high,NAV_52wk_low,Minimum_Investment,Fund_Manager_Tenure,#_Funds_managed,dbsc_1,agglomerative_1,hierarchy_1,kmeans_1,kmeans_2
IDBI Focused 30 Equity Fund - Direct Plan,EQ-LC,1,0,0,1.61,5,64,3,125,1.08,-3.27,-4.66,-2.92,-0.68,25.26,10.26,0.0,1,0,0,20.79,0.67,0.82,15.96,15.92,17.28,14.05,5000,1.6,10,0,4,1,0,8
IDBI Healthcare Fund - Direct Plan,EQ-Pharma,1,0,0,1.24,5,49,2,49,0.92,-2.25,-8.77,-7.55,-11.97,17.41,0.0,0.0,0,0,1,21.07,0.57,1.28,16.54,16.4,19.34,16.37,5000,1.6,10,0,6,1,0,6
IDBI India Top 100 Equity Fund - Direct Plan,EQ-LC,1,0,0,1.26,5,122,4,600,1.18,-2.18,-5.08,-3.87,-0.14,26.0,12.59,14.47,1,0,0,20.53,0.72,0.87,43.0,42.9,47.14,37.81,5000,1.6,10,0,2,1,1,0
IDBI Long Term Value Fund - Direct Plan,EQ-VAL,1,0,0,1.67,5,55,2,93,0.74,-2.64,-5.96,-2.93,0.0,0.0,0.0,0.0,1,0,0,22.64,0.65,0.7,16.25,16.18,17.93,14.28,5000,1.6,10,0,4,1,0,8
IDBI Midcap Fund - Direct Plan,EQ-MC,1,0,0,1.62,5,74,1,176,0.65,-2.62,-6.91,-9.99,-2.56,25.31,7.87,0.0,0,0,1,24.62,0.56,0.62,17.12,17.03,19.39,15.44,5000,1.6,10,0,6,1,0,6
IDBI Nifty 50 Index Fund - Direct Plan,EQ-LC,1,0,0,0.32,5,122,3,189,1.05,-2.3,-5.35,-2.63,-0.1,25.86,11.93,12.34,1,0,0,22.22,0.63,0.78,34.21,34.12,37.51,30.41,5000,0.1,2,0,2,1,1,0
IDBI Nifty Next 50 Index Fund - Direct Plan,EQ-LC,1,0,0,0.32,5,122,1,49,1.66,0.74,-10.16,-13.86,-5.61,22.0,6.44,13.48,0,0,1,21.92,0.47,0.61,30.74,30.55,36.66,28.52,5000,0.1,2,0,6,1,0,6
IDBI Small Cap Fund - Direct Plan,EQ-SC,1,0,0,1.54,5,69,3,144,-0.52,-1.39,-3.38,-7.67,2.57,38.64,12.82,0.0,1,0,0,24.45,0.93,0.93,19.14,19.03,21.51,16.53,5000,1.6,10,0,4,1,0,8
IIFL Focused Equity Fund - Direct Plan,EQ-FLX,1,0,0,0.9,5,101,5,3417,0.65,-1.6,-1.97,-0.22,4.02,29.2,18.25,0.0,1,0,0,23.06,0.71,0.76,32.99,32.97,34.93,27.59,1000,3.4,1,0,4,1,1,0
Indiabulls Bluechip Fund - Direct Plan,EQ-LC,1,0,0,1.27,5,122,2,92,1.14,-1.85,-5.69,-3.24,2.02,21.28,9.53,12.5,1,0,0,21.78,0.46,0.53,32.84,32.76,36.06,28.99,500,1.9,6,0,2,1,1,0
Indiabulls Nifty 50 ETF,EQ-LC,1,0,0,0.53,5,47,2,17,1.05,-2.29,-5.37,-2.67,-0.04,26.45,0.0,0.0,1,0,0,21.96,0.66,0.82,179.72,179.26,197.15,159.74,5000,2.8,6,0,4,1,0,8
Indiabulls Tax Savings Fund - Direct Plan,EQ-ELSS,1,0,0,0.5,5,63,2,36,0.57,-2.16,-5.38,-3.83,1.01,22.23,7.75,0.0,1,0,0,20.32,0.54,0.62,14.06,14.02,15.44,12.65,500,2.8,6,0,4,1,0,8
Indiabulls Value Fund - Direct Plan,EQ-VAL,1,0,0,0.5,5,90,2,10,0.22,-2.42,-5.37,-3.54,-0.63,25.71,6.48,0.0,1,0,0,21.21,0.63,0.75,18.89,18.84,20.82,17.16,500,2.8,6,0,4,1,0,8
Invesco India Contra Fund - Direct Plan,EQ-VAL,1,0,0,0.62,5,122,4,9348,0.53,-2.7,-5.23,-4.91,2.33,27.63,12.44,18.44,1,0,0,22.44,0.69,0.76,86.1,85.91,94.26,75.31,1000,6.2,2,0,2,1,1,0
Invesco India Financial Services Fund - Direct Plan,EQ-BANK,1,0,0,1.08,5,122,3,473,2.34,0.12,-5.28,-2.26,5.89,22.51,10.84,15.6,1,0,0,28.65,0.38,0.44,90.4,89.95,99.29,73.99,1000,4.8,3,0,4,1,1,0
Invesco India Growth Opportunities Fund - Direct Plan,EQ-L&MC,1,0,0,0.66,5,122,3,3665,0.75,-1.98,-5.59,-5.17,0.6,22.86,11.08,15.8,1,0,0,21.09,0.56,0.6,57.46,57.32,63.23,50.46,1000,2.8,2,0,2,1,1,0
Invesco India Infrastructure Fund - Direct Plan,EQ-INFRA,1,0,0,1.08,5,122,5,446,-0.19,0.16,0.51,-1.66,8.15,33.11,14.71,18.55,0,0,1,23.86,0.82,0.99,37.42,37.46,38.96,31.16,1000,2.6,7,0,6,1,1,6
Invesco India - Invesco Global Equity Income FoF - Direct Plan,EQ-INTL,1,0,0,0.73,5,106,2,12,1.41,-2.16,6.17,21.4,9.49,24.36,9.51,0.0,0,0,0,19.82,0.67,0.94,20.63,20.32,21.44,16.03,1000,0.7,7,-1,8,1,0,8
Invesco India - Invesco Pan European Equity FoF - Direct Plan,EQ-INTL,1,0,0,0.51,5,110,2,36,0.85,-2.8,7.77,29.27,14.07,25.0,6.21,0.0,0,0,0,23.56,0.55,0.77,15.82,15.24,16.34,11.37,1000,0.7,7,-1,8,1,0,7
Invesco India Largecap Fund - Direct Plan,EQ-LC,1,0,0,0.81,5,122,4,725,0.77,-2.21,-4.8,-5.02,-2.76,24.04,11.1,14.46,1,0,0,22.03,0.57,0.63,48.24,48.2,52.69,43.4,1000,2.6,7,0,2,1,1,0
Invesco India Mid Cap Fund - Direct Plan,EQ-MC,1,0,0,0.72,5,122,3,2619,0.42,-2.2,-4.37,-4.4,2.05,28.04,14.77,20.22,1,0,0,22.45,0.75,0.82,99.08,98.62,107.71,85.04,1000,5.0,2,0,2,1,1,0
Invesco India Multicap Fund - Direct Plan,EQ-MLC,1,0,0,0.65,5,122,2,2348,0.44,-2.23,-4.25,-5.11,1.08,27.11,11.12,18.43,1,0,0,23.53,0.64,0.68,86.86,86.6,94.49,75.41,1000,5.0,7,0,2,1,1,0
Invesco India Nifty 50 ETF,EQ-LC,1,0,0,0.1,5,141,2,62,1.06,-2.3,-5.31,-2.54,0.13,26.35,12.27,12.84,1,0,0,22.24,0.64,0.79,1893.418,1888.526,2075.338,1679.461,5000,2.8,1,0,2,1,1,0
Invesco India PSU Equity Fund - Direct Plan,EQ-PSU,1,0,0,0.96,5,122,2,395,0.68,2.05,-1.47,1.9,15.23,26.43,12.66,13.93,0,1,0,22.78,0.63,0.86,34.28,34.29,36.79,26.37,1000,2.8,3,-1,1,1,1,5
Invesco India Smallcap Fund - Direct Plan,EQ-SC,1,0,0,0.78,5,53,3,1401,0.09,-2.01,-2.01,-3.28,3.41,34.74,0.0,0.0,1,0,0,25.67,0.85,0.93,22.42,22.31,23.94,18.63,1000,4.5,2,0,4,1,0,8
Invesco India Tax Plan - Direct Plan,EQ-ELSS,1,0,0,0.92,5,122,3,1833,0.71,-2.11,-4.8,-5.36,-5.84,22.46,10.94,16.45,1,0,0,22.13,0.51,0.56,85.22,85.03,93.55,77.73,500,5.0,7,0,2,1,1,0
ITI Long Term Equity Fund - Direct Plan,EQ-ELSS,1,0,0,0.44,5,41,2,156,0.96,-1.11,-3.2,-1.32,5.63,23.68,0.0,0.0,1,0,0,22.34,0.53,0.6,14.75,14.69,15.77,12.6,500,0.9,4,0,4,1,0,8
ITI Multi Cap Fund - Direct Plan,EQ-MLC,1,0,0,0.5,5,46,2,507,0.51,-0.51,-3.02,-3.0,6.67,20.45,0.0,0.0,1,0,0,23.05,0.41,0.46,14.66,14.61,15.76,12.51,1000,0.6,4,0,4,1,0,8
ITI Small Cap Fund - Direct Plan,EQ-SC,1,0,0,0.44,5,37,1,1016,0.32,0.56,0.68,-1.46,6.51,29.3,0.0,0.0,1,0,0,29.12,0.54,0.6,15.06,15.0,15.77,12.28,5000,0.6,4,0,4,1,0,8
JM Flexicap Fund - Direct Plan,EQ-FLX,1,0,0,1.62,5,122,4,256,0.25,-1.61,-3.56,-0.92,6.38,26.15,13.79,17.28,1,0,0,21.93,0.69,0.8,59.13,58.91,63.32,49.44,5000,1.6,3,0,2,1,1,0
JM Focused Fund - Direct Plan,EQ-LC,1,0,0,1.58,5,122,1,43,0.88,-2.35,-4.62,-1.5,3.14,19.32,8.6,14.51,1,0,0,23.76,0.39,0.41,13.34,13.3,14.45,11.35,5000,10.2,4,0,2,1,1,0
JM Large Cap Fund - Direct Plan,EQ-LC,1,0,0,1.8,5,122,5,45,0.3,-2.75,-4.21,-1.92,1.84,18.31,10.42,12.49,1,0,0,13.52,0.85,1.45,108.6,108.42,116.86,94.01,5000,5.5,3,0,2,1,1,0
JM Tax Gain Fund - Direct Plan,EQ-ELSS,1,0,0,1.45,5,122,3,71,0.11,-1.66,-3.52,-2.73,0.16,26.21,12.95,17.23,1,0,0,23.2,0.63,0.69,30.93,30.86,33.3,26.62,500,8.7,4,0,2,1,1,0
JM Value Fund - Direct Plan,EQ-VAL,1,0,0,1.8,5,122,2,164,-0.13,-0.78,-0.3,4.2,7.18,28.95,12.55,17.04,1,0,0,23.22,0.71,0.75,58.85,58.7,61.09,46.86,5000,10.2,3,0,2,1,1,0
Kotak Bluechip Fund - Direct Plan,EQ-LC,1,0,0,0.64,5,122,5,5259,1.06,-2.41,-3.64,-2.16,2.7,26.86,12.76,14.54,1,0,0,20.95,0.7,0.8,411.4,410.22,441.65,360.53,1000,9.2,3,0,2,1,1,0
Kotak Emerging Equity Fund - Direct Plan,EQ-MC,1,0,0,0.49,5,122,4,23963,0.2,-1.97,-2.0,-4.4,6.66,34.02,15.4,21.56,1,0,0,24.19,0.87,0.9,83.74,83.57,88.84,70.76,100,10.2,3,0,2,1,1,0
Kotak Equity Opportunities Fund - Direct Plan,EQ-L&MC,1,0,0,0.6,5,122,4,11608,0.69,-1.28,-2.48,-2.4,5.99,28.87,14.01,17.21,1,0,0,20.97,0.76,0.81,225.74,225.0,239.3,190.91,500,10.2,3,0,2,1,1,0
Kotak Flexicap Fund - Direct Plan,EQ-FLX,1,0,0,0.68,5,122,3,35775,1.29,-1.39,-4.0,-2.16,3.84,24.94,11.74,16.88,1,0,0,21.46,0.59,0.63,57.95,57.76,62.28,49.88,5000,10.2,3,0,2,1,1,0
Kotak Focused Equity Fund - Direct Plan,EQ-FLX,1,0,0,0.51,5,44,3,2448,1.07,-2.45,-4.75,-4.3,0.53,26.55,0.0,0.0,1,0,0,21.86,0.67,0.71,16.89,16.84,18.32,14.92,5000,3.7,2,0,4,1,0,8
Kotak Global Emerging Market - Direct Plan,EQ-INTL,1,0,0,1.16,5,122,2,114,2.83,-2.14,0.79,4.01,-8.69,13.48,2.74,5.47,0,0,0,19.14,0.22,0.35,20.49,20.44,22.51,18.26,5000,3.9,1,0,8,1,0,8
Kotak India EQ Contra Fund - Direct Plan,EQ-VAL,1,0,0,0.81,5,122,4,1441,0.56,-1.45,-2.82,0.63,6.7,29.74,14.34,15.72,1,0,0,22.57,0.74,0.8,97.81,97.55,103.96,82.05,5000,3.9,2,0,2,1,1,0
Kotak India Growth Fund Series 4 - Direct Plan,EQ-MLC,1,0,0,0.34,5,61,2,91,0.26,-1.28,-3.11,-3.58,3.81,35.51,15.58,0.0,1,0,0,20.21,1.23,1.8,20.41,20.38,21.9,18.03,5000,5.0,6,0,4,1,0,8
Kotak Infrastructure and Economic Reform Fund - Standard Plan - Direct Plan,EQ-INFRA,1,0,0,1.0,5,122,4,727,0.05,-0.12,2.58,3.32,22.58,39.59,13.93,18.5,1,0,0,24.46,0.97,1.04,43.38,43.42,44.26,33.61,5000,8.1,3,0,2,1,1,0
Kotak Nifty 50 ETF,EQ-LC,1,0,0,0.12,5,157,2,1956,1.06,-2.3,-5.31,-2.55,0.09,26.36,12.25,12.67,1,0,0,22.28,0.64,0.79,182.98,182.51,200.56,162.33,5000,3.9,6,0,2,1,1,0
Kotak Nifty 50 Value 20 ETF,EQ-VAL,1,0,0,0.14,5,87,2,40,-0.71,-3.89,-0.44,4.69,1.39,30.93,16.49,0.0,1,0,0,17.92,1.07,1.48,100.75,100.62,106.82,85.42,5000,3.9,6,0,4,1,1,8
Kotak Nifty Bank ETF,EQ-BANK,1,0,0,0.18,5,99,2,4418,2.42,0.0,-5.77,-1.7,10.6,25.4,10.5,0.0,1,0,0,33.55,0.38,0.46,405.65,404.6,447.17,330.56,5000,3.9,6,0,4,1,0,8
Kotak Nifty PSU Bank ETF,EQ-BANK,1,0,0,0.49,5,184,2,1269,2.12,2.11,-10.49,16.35,38.75,36.44,5.53,2.41,0,1,0,45.3,0.61,1.01,367.84,364.81,451.8,229.14,10000,3.9,6,-1,1,1,0,5
Kotak Pioneer Fund - Direct Plan,EQ-THEMATIC,1,0,0,0.45,5,41,2,1586,1.21,-1.39,0.92,-2.5,0.0,33.65,0.0,0.0,1,0,0,22.89,0.87,1.07,18.28,18.18,19.28,16.06,5000,3.5,3,0,4,1,0,8
Kotak Small Cap Fund - Direct Plan,EQ-SC,1,0,0,0.59,5,122,4,8618,-0.59,-2.73,-2.3,-6.45,-0.7,42.96,16.99,21.4,1,0,0,26.66,1.0,1.04,179.49,179.37,195.3,159.4,500,10.2,3,0,2,1,1,0
Kotak S&P BSE Sensex ETF,EQ-LC,1,0,0,0.28,5,177,2,22,1.14,-2.58,-4.19,-1.3,1.41,25.86,13.01,13.12,1,0,0,22.29,0.63,0.8,61.64,61.49,635.21,58.32,10000,3.9,6,0,2,1,1,0
Kotak Tax Saver - Direct Plan,EQ-ELSS,1,0,0,0.69,5,122,4,3167,0.77,-0.63,-3.32,-1.61,4.66,28.97,14.57,16.4,1,0,0,21.09,0.75,0.75,83.79,83.55,89.41,70.49,500,7.6,3,0,2,1,1,0
LIC MF Banking & Financial Services Fund - Direct Plan,EQ-BANK,1,0,0,1.54,5,96,2,121,2.45,-0.46,-5.07,-2.54,13.93,22.7,8.49,0.0,1,0,0,29.46,0.38,0.45,16.14,16.09,17.64,12.87,5000,1.5,6,0,4,1,0,8
LIC MF Flexi Cap Fund - Direct Plan,EQ-FLX,1,0,0,1.74,5,122,2,383,0.78,-2.26,-2.89,-6.04,-0.93,18.25,8.78,10.22,1,0,0,18.97,0.42,0.49,68.05,67.86,73.27,60.96,5000,0.8,2,0,2,1,1,0
LIC MF Infrastructure Fund - Direct Plan,EQ-INFRA,1,0,0,1.47,5,122,3,90,0.2,-0.18,-1.95,-3.2,6.33,29.83,11.41,12.94,1,0,0,23.93,0.71,0.76,25.83,25.77,27.62,21.89,5000,2.5,3,0,2,1,1,0
LIC MF Large Cap Fund - Direct Plan,EQ-LC,1,0,0,1.39,5,122,2,648,1.34,-2.47,-5.74,-4.91,-3.68,19.77,11.1,12.96,1,0,0,20.25,0.48,0.57,42.27,42.13,46.51,38.15,5000,2.5,3,0,2,1,1,0
LIC MF Large & Mid Cap Fund - Direct Plan,EQ-L&MC,1,0,0,0.84,5,97,3,1889,0.52,-2.81,-6.05,-9.97,-4.51,22.85,11.12,0.0,1,0,0,21.39,0.57,0.59,25.15,25.07,28.47,23.4,5000,2.5,3,0,4,1,0,8
LIC MF Nifty 100 ETF,EQ-LC,1,0,0,0.28,5,84,2,529,1.19,-1.8,-6.81,-5.43,-1.76,25.35,11.16,0.0,1,0,0,22.11,0.6,0.75,181.44,180.85,202.12,163.84,5000,1.5,6,0,4,1,0,8
LIC MF Nifty 50 ETF,EQ-LC,1,0,0,0.1,5,88,2,651,1.06,-2.3,-5.31,-2.47,0.21,26.46,12.34,0.0,1,0,0,22.26,0.65,0.8,185.33,184.85,203.13,164.28,5000,1.5,6,0,4,1,0,8
LIC MF Nifty 50 Index Plan - Direct Plan,EQ-LC,1,0,0,0.2,5,122,3,54,1.05,-2.31,-5.35,-2.48,0.13,25.82,11.85,12.24,1,0,0,22.21,0.63,0.77,99.98,99.72,109.63,88.69,5000,1.5,6,0,2,1,1,0
LIC MF S&P BSE Sensex ETF - Sensex,EQ-LC,1,0,0,0.1,5,88,2,604,1.14,-2.57,-4.16,-1.17,1.67,26.09,13.24,0.0,1,0,0,22.29,0.64,0.81,632.41,630.88,686.15,554.47,5000,1.5,6,0,4,1,0,8
LIC MF S&P BSE Sensex Index Plan - Direct Plan,EQ-LC,1,0,0,0.38,5,122,3,69,1.13,-2.6,-4.22,-1.25,1.27,25.48,12.7,12.47,1,0,0,22.1,0.63,0.8,114.33,114.05,124.0,100.43,5000,1.5,6,0,2,1,1,0
LIC MF Tax Plan - Direct Plan,EQ-ELSS,1,0,0,1.47,5,122,2,402,0.77,-2.47,-3.32,-7.03,-2.22,20.56,10.12,14.02,1,0,0,21.45,0.46,0.47,105.29,105.08,114.75,94.76,500,0.8,2,0,2,1,1,0
Mahindra Manulife Consumption Fund - Direct Plan,EQ-THEMATIC,1,0,0,0.82,5,52,2,54,0.94,-1.5,-4.19,-7.44,5.69,21.28,0.0,0.0,1,0,0,20.37,0.53,0.57,15.19,15.15,16.43,13.27,1000,2.3,4,0,4,1,0,8
Mahindra Manulife ELSS Fund - Direct Plan,EQ-ELSS,1,0,0,0.73,5,77,3,525,0.91,-2.21,-3.12,-1.77,2.02,29.45,12.21,0.0,1,0,0,21.61,0.8,0.93,20.92,20.82,22.4,18.07,500,2.4,2,0,4,1,0,8
Mahindra Manulife Large Cap Fund - Direct Plan,EQ-LC,1,0,0,0.67,5,48,4,216,0.95,-2.06,-5.48,-4.23,-0.4,25.82,0.0,0.0,1,0,0,20.32,0.69,0.82,16.16,16.1,17.75,14.49,1000,2.3,4,0,4,1,0,8
Mahindra Manulife Large & Mid Cap Fund - Direct Plan,EQ-L&MC,1,0,0,0.51,5,39,5,1057,0.5,-1.9,-4.89,-6.45,-1.15,30.34,0.0,0.0,1,0,0,21.02,0.86,0.97,17.23,17.21,18.97,15.29,1000,2.3,4,0,4,1,0,8
Mahindra Manulife Mid Cap Fund - Direct Plan,EQ-MC,1,0,0,0.66,5,62,3,1061,-0.06,-0.36,-0.99,-3.78,3.81,31.09,14.87,0.0,0,0,1,22.01,0.85,0.97,18.87,18.79,20.02,15.78,1000,2.3,4,0,6,1,0,6
Mahindra Manulife Multi Cap Fund - Direct Plan,EQ-MLC,1,0,0,0.49,5,70,2,1515,0.25,-0.57,-3.2,-4.76,0.82,32.67,15.97,0.0,1,0,0,22.73,0.85,0.97,22.37,22.29,24.31,19.13,1000,2.4,2,0,4,1,0,8
Mirae Asset Emerging Bluechip Fund - Direct Plan,EQ-L&MC,1,0,0,0.61,5,122,5,23394,0.55,-1.95,-4.51,-4.38,-1.52,29.42,15.24,23.11,1,0,0,22.53,0.76,0.84,101.16,100.94,110.03,90.83,5000,10.2,2,0,2,1,1,0
Mirae Asset Focused Fund - Direct Plan,EQ-FLX,1,0,0,0.61,5,46,4,8615,0.61,-3.01,-4.68,-4.59,-4.87,28.36,0.0,0.0,1,0,0,22.45,0.73,0.8,18.76,18.7,20.52,17.41,5000,3.9,1,0,4,1,0,8
Mirae Asset Great Consumer Fund - Direct Plan,EQ-Consumption,1,0,0,0.47,5,122,3,1989,0.98,-0.89,-4.04,-6.82,8.22,27.23,14.17,18.09,1,0,0,19.82,0.73,0.75,64.95,64.86,69.91,55.67,5000,6.5,2,0,2,1,1,0
Mirae Asset Healthcare Fund - Direct Plan,EQ-Pharma,1,0,0,0.52,5,56,2,1505,0.14,-2.53,-8.34,-7.67,-9.72,25.35,0.0,0.0,0,0,1,22.17,0.84,1.85,21.27,21.09,24.25,20.76,5000,4.8,1,0,6,1,0,6
Mirae Asset Large Cap Fund - Direct Plan,EQ-LC,1,0,0,0.54,5,122,3,32911,1.1,-2.34,-4.88,-3.21,0.17,25.41,12.25,16.96,1,0,0,21.42,0.64,0.73,83.69,83.41,91.45,75.05,5000,4.1,1,0,2,1,1,0
Mirae Asset Midcap Fund - Direct Plan,EQ-MC,1,0,0,0.61,5,44,4,8754,-0.09,-1.97,-5.67,-7.02,1.18,34.9,0.0,0.0,0,0,1,23.76,0.89,0.96,21.39,21.36,23.48,18.71,5000,3.7,2,0,6,1,0,6
Mirae Asset Nifty 50 ETF,EQ-LC,1,0,0,0.05,5,52,2,1175,1.06,-2.29,-5.3,-2.5,0.18,26.38,0.0,0.0,1,0,0,22.24,0.64,0.79,179.25,178.79,196.44,158.92,5000,2.2,2,0,4,1,0,8
Mirae Asset Nifty Next 50 ETF,EQ-LC,1,0,0,0.15,5,38,2,95,1.67,0.76,-10.19,-14.14,-5.87,22.11,0.0,0.0,0,0,1,22.14,0.47,0.6,383.35,380.89,458.55,356.55,5000,2.2,2,0,6,1,0,6
Mirae Asset Tax Saver Fund - Direct Plan,EQ-ELSS,1,0,0,0.58,5,87,5,14043,0.9,-1.76,-4.07,-2.73,0.14,30.38,15.48,0.0,1,0,0,22.66,0.78,0.89,33.1,33.02,35.85,29.45,500,7.3,2,0,4,1,1,0
Motilal Oswal Flexi Cap Fund - Direct Plan,EQ-FLX,1,0,0,0.96,5,107,1,8332,-0.04,-1.53,-7.11,-10.72,-1.63,16.34,4.93,0.0,1,0,0,21.73,0.29,0.32,33.84,33.81,38.32,30.9,500,1.8,3,0,4,1,0,8
Motilal Oswal Focused Fund - Direct Plan,EQ-LC,1,0,0,0.99,5,118,2,1644,1.33,-1.13,-6.07,-6.37,2.64,20.32,10.55,0.0,1,0,0,20.9,0.46,0.58,35.49,35.5,39.34,32.02,500,6.3,3,0,4,1,0,8
Motilal Oswal Large and Midcap Fund - Direct Plan,EQ-L&MC,1,0,0,0.71,5,41,3,1416,0.83,-0.85,-1.87,0.94,10.73,28.81,0.0,0.0,1,0,0,23.06,0.69,0.73,17.68,17.67,18.67,14.24,500,3.5,2,0,4,1,0,8
Motilal Oswal Long Term Equity Fund - Direct Plan,EQ-ELSS,1,0,0,0.78,5,98,3,2188,1.03,-1.05,-2.97,-0.54,8.25,24.92,10.13,0.0,1,0,0,23.1,0.54,0.58,29.5,29.49,31.48,24.38,500,3.5,2,0,4,1,0,8
Motilal Oswal Midcap Fund - Direct Plan,EQ-MC,1,0,0,0.87,5,109,5,3769,-0.59,-0.69,-1.89,-7.02,14.35,34.01,16.53,0.0,1,0,0,24.35,0.86,0.8,55.16,55.01,59.32,44.34,500,5.1,1,0,4,1,1,0
Motilal Oswal NASDAQ 100 ETF,EQ-INTL,1,0,0,0.58,5,144,2,5356,4.63,5.43,13.21,13.07,-3.96,24.37,18.58,21.21,1,0,0,21.13,0.72,1.27,102.84,101.33,113.23,84.91,500,1.6,1,-1,8,1,1,0
Motilal Oswal Nasdaq 100 FOF - Direct Plan,EQ-INTL,1,0,0,0.1,5,52,2,3379,2.73,3.1,13.96,10.86,-7.17,21.48,0.0,0.0,1,0,0,22.15,0.67,1.03,21.61,21.55,24.1,18.18,500,3.7,9,-1,8,1,0,8
Motilal Oswal Nifty 500 Index Fund - Direct Plan,EQ-FLX,1,0,0,0.4,5,42,3,372,0.97,-1.66,-6.28,-5.69,-1.17,26.65,0.0,0.0,1,0,0,22.29,0.65,0.76,16.47,16.42,18.23,14.71,500,3.6,9,0,4,1,0,8
Motilal Oswal Nifty 50 ETF Fund,EQ-LC,1,0,0,0.05,5,152,2,30,1.06,-2.3,-5.31,-2.52,0.26,26.33,12.19,12.58,1,0,0,22.25,0.64,0.79,172.54,172.09,189.12,152.99,500,3.7,9,0,2,1,1,0
Motilal Oswal Nifty 50 Index Fund - Direct Plan,EQ-LC,1,0,0,0.14,5,39,4,234,1.05,-2.32,-5.34,-2.61,0.07,26.0,0.0,0.0,1,0,0,21.89,0.65,0.82,14.43,14.39,15.82,12.81,500,3.3,9,0,4,1,0,8
Motilal Oswal Nifty Bank Index Fund - Direct Plan,EQ-BANK,1,0,0,0.21,5,42,2,333,2.41,0.0,-5.7,-1.53,10.81,24.95,0.0,0.0,1,0,0,32.93,0.39,0.48,14.57,14.53,16.05,11.85,500,3.6,9,0,4,1,0,8
Motilal Oswal Nifty Midcap 100 ETF,EQ-MC,1,0,0,0.2,5,146,2,153,0.23,-0.56,-4.0,-5.83,4.12,33.66,10.49,15.57,0,0,1,26.83,0.75,0.81,31.86,31.77,34.81,26.76,500,3.7,9,0,6,1,1,6
Motilal Oswal Nifty Midcap 150 Index Fund - Direct Plan,EQ-MC,1,0,0,0.22,5,42,3,645,0.27,-1.05,-3.76,-6.0,4.83,33.58,0.0,0.0,0,0,1,25.11,0.81,0.92,20.3,20.24,22.08,17.08,500,3.6,9,0,6,1,0,6
Motilal Oswal Nifty Next 50 Index Fund - Direct Plan,EQ-LC,1,0,0,0.33,5,39,2,118,1.67,0.77,-10.18,-14.0,-5.87,21.74,0.0,0.0,0,0,1,21.89,0.46,0.59,13.43,13.34,16.04,12.48,500,3.3,9,0,6,1,0,6
Motilal Oswal Nifty Smallcap 250 Index Fund - Direct Plan,EQ-SC,1,0,0,0.31,5,42,2,313,0.11,-1.43,-5.31,-6.64,-4.75,36.99,0.0,0.0,0,0,1,29.26,0.74,0.8,19.76,19.65,22.13,17.02,500,3.6,9,0,6,1,0,6
Navi ELSS Tax Saver Fund - Direct Plan,EQ-ELSS,1,0,0,0.4,5,87,2,57,0.66,-1.68,-3.19,-2.72,1.28,23.36,10.48,0.0,1,0,0,22.72,0.5,0.49,22.31,22.19,24.14,19.5,500,1.0,5,0,4,1,0,8
Navi Flexi Cap Fund - Direct Plan,EQ-FLX,1,0,0,0.43,5,56,3,203,1.11,-1.84,-4.3,-3.27,2.15,25.84,0.0,0.0,1,0,0,22.06,0.63,0.65,17.08,16.98,18.48,14.8,10,1.1,5,0,4,1,0,8
Navi Large & Midcap Fund - Direct Plan,EQ-L&MC,1,0,0,0.35,5,87,3,234,0.8,-0.95,-3.78,-4.59,1.31,28.78,12.84,0.0,1,0,0,23.32,0.67,0.63,27.04,26.93,29.42,23.72,10,1.1,5,0,4,1,0,8
Nippon India Banking & Financial Services Fund - Direct Plan,EQ-BANK,1,0,0,1.41,5,122,3,3827,1.91,-0.43,-5.55,-2.77,8.77,28.26,9.46,14.5,0,0,1,34.71,0.46,0.5,408.03,405.72,449.34,330.57,5000,5.0,1,0,6,1,1,6
Nippon India Consumption Fund - Direct Plan,EQ-Consumption,1,0,0,1.76,5,122,5,313,0.68,-0.95,-4.72,-7.63,11.82,30.62,14.73,13.98,1,0,0,20.34,0.93,1.07,132.8,132.48,144.99,112.77,5000,2.4,2,0,2,1,1,0
Nippon India ETF Hang Seng BeES,EQ-INTL,1,0,0,0.93,5,156,2,154,0.04,-4.11,-1.1,10.34,-0.63,-0.31,-2.19,5.31,0,0,1,24.55,-0.16,-0.3,277.68,273.01,317.25,208.5,10000,6.4,3,-1,2,1,0,6
Nippon India ETF Nifty 100,EQ-LC,1,0,0,0.5,5,120,2,175,1.19,-1.81,-6.86,-5.59,-2.1,24.78,10.54,12.29,1,0,0,22.06,0.58,0.72,176.86,176.28,197.15,160.14,5000,4.4,17,0,2,1,1,0
Nippon India ETF Nifty 50 BeES,EQ-LC,1,0,0,0.05,5,255,2,11551,1.06,-2.29,-5.3,-2.51,0.19,26.47,12.37,12.97,1,0,0,22.27,0.65,0.8,187.67,187.19,205.66,166.38,10000,1.5,17,0,2,1,1,0
